species,class,order,weight_kg,length_cm,conservation_status
Far evening,Reptilia,Squamata,1434.944,2757.27,Vulnerable
Pm nice,Reptilia,Passeriformes,3441.287,2379.3,Vulnerable
Enjoy down,Actinopterygii,Carnivora,4712.464,2607.71,Critically Endangered
Material professional,Amphibia,Squamata,3712.406,108.78,Least Concern
Fall effort,Reptilia,Primates,3452.527,2149.7,Near Threatened
Church across,Actinopterygii,Passeriformes,4165.248,2528.25,Least Concern
Lot receive,Mammalia,Passeriformes,530.696,2778.25,Near Threatened
Early trial,Amphibia,Passeriformes,3928.592,730.79,Vulnerable
Idea imagine,Mammalia,Primates,4108.801,1769.86,Least Concern
Animal drop,Aves,Anura,4404.196,1134.71,Near Threatened
Choose number,Reptilia,Anura,31.981,281.67,Vulnerable
Side senior,Reptilia,Carnivora,1016.835,587.07,Least Concern
Fall attack,Amphibia,Primates,2233.468,2624.2,Endangered
She fire,Aves,Primates,4865.0,1915.21,Vulnerable
Ability boy,Aves,Carnivora,24.412,1283.05,Least Concern
Television research,Actinopterygii,Rodentia,4221.49,1604.87,Critically Endangered
Face base,Amphibia,Passeriformes,2821.458,1266.49,Least Concern
Serve news,Aves,Rodentia,113.832,1663.63,Extinct in the Wild
Bank matter,Actinopterygii,Carnivora,1181.991,1891.74,Vulnerable
In share,Amphibia,Rodentia,1977.908,2687.79,Endangered
Friend wall,Aves,Rodentia,3810.811,468.96,Least Concern
Chance state,Aves,Primates,2361.54,1374.63,Vulnerable
Catch Republican,Aves,Rodentia,2757.827,1184.32,Extinct in the Wild
Meeting collection,Reptilia,Squamata,3367.556,496.86,Extinct in the Wild
Window interest,Mammalia,Primates,4451.047,1182.54,Critically Endangered
Specific big,Mammalia,Rodentia,1030.696,304.4,Extinct in the Wild
Information action,Amphibia,Squamata,2291.89,2499.99,Near Threatened
Law change,Reptilia,Anura,307.049,2210.31,Vulnerable
Weight even,Reptilia,Squamata,1932.184,10.27,Extinct in the Wild
Walk contain,Mammalia,Anura,873.578,488.77,Vulnerable
Best break,Actinopterygii,Primates,881.755,257.71,Least Concern
Answer mission,Amphibia,Anura,207.379,1613.97,Near Threatened
Learn financial,Reptilia,Primates,2328.114,282.78,Vulnerable
Ten could,Amphibia,Carnivora,1614.396,1211.57,Least Concern
Enter majority,Mammalia,Passeriformes,3169.721,2461.46,Least Concern
Year pressure,Aves,Rodentia,1984.114,2269.27,Endangered
Would really,Amphibia,Anura,4068.374,794.63,Extinct in the Wild
Citizen program,Aves,Squamata,66.369,2434.96,Critically Endangered
Instead level,Mammalia,Passeriformes,4216.473,1345.24,Least Concern
Dinner apply,Actinopterygii,Carnivora,1247.599,2683.69,Least Concern
Pick organization,Actinopterygii,Passeriformes,294.479,1789.83,Endangered
Part similar,Amphibia,Primates,3005.003,190.53,Critically Endangered
Here deal,Reptilia,Passeriformes,4988.449,2010.32,Critically Endangered
Section about,Aves,Primates,3960.929,1207.47,Extinct in the Wild
Thought likely,Mammalia,Rodentia,82.187,1776.85,Extinct in the Wild
Participant role,Amphibia,Rodentia,113.757,247.13,Near Threatened
Why street,Reptilia,Squamata,1357.029,2719.92,Least Concern
Theory management,Mammalia,Anura,595.51,851.75,Critically Endangered
Several late,Mammalia,Passeriformes,2806.748,33.56,Endangered
Weight message,Aves,Anura,1490.237,1458.79,Critically Endangered
Perform begin,Reptilia,Passeriformes,470.912,1931.25,Endangered
Spend approach,Mammalia,Squamata,3178.538,2477.77,Least Concern
Try author,Mammalia,Carnivora,358.295,1624.58,Least Concern
Forward remain,Aves,Squamata,4712.148,485.9,Endangered
Environmental raise,Amphibia,Carnivora,3452.313,2753.23,Critically Endangered
Rise certain,Aves,Primates,4010.579,2164.66,Near Threatened
Tax on,Amphibia,Passeriformes,925.201,1755.62,Near Threatened
Bill lead,Actinopterygii,Passeriformes,633.015,610.67,Critically Endangered
Discuss likely,Mammalia,Rodentia,2229.402,392.07,Near Threatened
Whom least,Aves,Squamata,748.133,1407.26,Least Concern
Age throughout,Amphibia,Carnivora,2740.643,729.36,Least Concern
Plant sound,Reptilia,Passeriformes,870.672,1182.92,Near Threatened
Big fire,Amphibia,Anura,3829.225,865.28,Critically Endangered
Week education,Aves,Squamata,900.816,95.87,Extinct in the Wild
Buy water,Actinopterygii,Passeriformes,314.853,1529.83,Extinct in the Wild
Onto relate,Amphibia,Passeriformes,4614.28,1540.01,Vulnerable
Enjoy interesting,Amphibia,Rodentia,4746.772,1512.78,Least Concern
Nearly grow,Mammalia,Squamata,2885.58,1970.52,Critically Endangered
Why raise,Aves,Carnivora,1034.277,2293.13,Extinct in the Wild
Feeling stand,Amphibia,Squamata,325.617,667.57,Endangered
Win body,Actinopterygii,Squamata,1803.283,2151.96,Extinct in the Wild
Suffer born,Mammalia,Squamata,803.233,2339.31,Critically Endangered
Station happy,Actinopterygii,Passeriformes,3609.978,2341.08,Least Concern
Interview risk,Reptilia,Anura,4810.971,2209.44,Extinct in the Wild
Herself foreign,Aves,Carnivora,1686.04,605.18,Vulnerable
Protect visit,Actinopterygii,Carnivora,3130.958,283.36,Least Concern
Week who,Amphibia,Squamata,2375.65,1805.53,Extinct in the Wild
Board identify,Mammalia,Squamata,2088.358,2080.99,Vulnerable
Realize they,Amphibia,Passeriformes,3032.722,668.26,Vulnerable
No truth,Mammalia,Rodentia,2354.834,477.5,Endangered
Day system,Actinopterygii,Rodentia,4247.338,2212.67,Near Threatened
Writer just,Actinopterygii,Rodentia,2100.646,684.84,Endangered
Read me,Aves,Squamata,4201.828,1789.28,Endangered
Pass sign,Amphibia,Rodentia,885.165,1570.88,Vulnerable
Data offer,Aves,Rodentia,2320.406,735.08,Critically Endangered
Body base,Reptilia,Rodentia,4892.397,2736.81,Vulnerable
Everything well,Mammalia,Rodentia,1587.622,798.25,Least Concern
Industry rather,Actinopterygii,Passeriformes,646.144,34.58,Near Threatened
Western economy,Actinopterygii,Squamata,183.574,190.28,Endangered
Seven claim,Actinopterygii,Passeriformes,3263.704,1115.31,Extinct in the Wild
Senior pressure,Amphibia,Anura,2246.047,2003.12,Near Threatened
Cup huge,Actinopterygii,Passeriformes,2490.254,2480.92,Critically Endangered
Total could,Reptilia,Anura,4624.075,2782.78,Endangered
Everyone market,Actinopterygii,Squamata,3527.308,2279.45,Critically Endangered
Manager finally,Mammalia,Passeriformes,1211.864,2734.23,Near Threatened
Majority stage,Actinopterygii,Rodentia,894.415,2685.31,Vulnerable
Responsibility it,Actinopterygii,Primates,4881.624,2615.36,Near Threatened
Yet environmental,Actinopterygii,Primates,676.001,943.47,Least Concern
Card provide,Actinopterygii,Anura,4677.979,23.52,Least Concern
Real build,Mammalia,Anura,4387.805,744.75,Critically Endangered
Also defense,Reptilia,Passeriformes,1135.721,499.6,Critically Endangered
By effect,Actinopterygii,Squamata,2390.265,2826.18,Near Threatened
Seat dream,Actinopterygii,Passeriformes,4387.271,1534.71,Near Threatened
Money race,Amphibia,Anura,3843.238,468.3,Critically Endangered
Base feel,Amphibia,Carnivora,654.54,2096.44,Least Concern
Hundred full,Mammalia,Anura,1254.699,1727.23,Critically Endangered
West model,Reptilia,Squamata,4731.262,898.2,Critically Endangered
Identify before,Aves,Primates,258.086,1833.48,Critically Endangered
Eye attack,Aves,Carnivora,4461.369,1960.4,Critically Endangered
Administration rest,Amphibia,Rodentia,4939.563,255.09,Critically Endangered
Top society,Actinopterygii,Squamata,1168.694,1055.49,Least Concern
Step for,Aves,Passeriformes,4938.156,43.43,Endangered
Early air,Reptilia,Squamata,2892.602,953.93,Near Threatened
Couple he,Aves,Squamata,4185.57,314.06,Vulnerable
Which half,Aves,Squamata,4102.57,2950.6,Near Threatened
Condition former,Reptilia,Anura,700.513,2081.1,Extinct in the Wild
Raise safe,Reptilia,Rodentia,1110.351,1335.08,Endangered
Woman street,Reptilia,Squamata,1710.735,293.36,Near Threatened
Sell dream,Mammalia,Rodentia,3787.629,2025.23,Endangered
Growth indeed,Actinopterygii,Rodentia,1554.235,228.07,Near Threatened
Even more,Aves,Squamata,224.902,2928.16,Endangered
Management identify,Reptilia,Anura,1505.557,1538.14,Critically Endangered
Inside front,Amphibia,Primates,3012.372,1921.59,Least Concern
Hope affect,Aves,Squamata,1815.9,2295.28,Vulnerable
In family,Reptilia,Passeriformes,2446.101,2571.71,Near Threatened
Whatever deep,Amphibia,Primates,2041.516,1847.74,Near Threatened
Sing scientist,Aves,Rodentia,2509.012,2739.89,Extinct in the Wild
Direction option,Reptilia,Squamata,2293.955,2012.25,Near Threatened
Nature staff,Reptilia,Anura,1920.782,1029.48,Vulnerable
Assume glass,Amphibia,Passeriformes,3424.272,2813.67,Critically Endangered
Enjoy close,Mammalia,Primates,3072.315,706.61,Critically Endangered
Wind full,Actinopterygii,Squamata,1192.199,70.98,Extinct in the Wild
Radio others,Amphibia,Primates,3601.291,881.67,Critically Endangered
Beyond and,Actinopterygii,Rodentia,4240.915,1607.6,Near Threatened
Despite economy,Reptilia,Passeriformes,1592.512,2317.43,Least Concern
White expert,Amphibia,Anura,3306.978,2981.66,Critically Endangered
Time turn,Aves,Passeriformes,1379.96,1556.79,Extinct in the Wild
Citizen mouth,Mammalia,Rodentia,463.025,2588.02,Extinct in the Wild
Agency both,Aves,Rodentia,4708.699,941.9,Critically Endangered
Lose myself,Aves,Rodentia,4862.793,2124.69,Endangered
Community marriage,Mammalia,Primates,4047.523,658.45,Near Threatened
Yet guess,Amphibia,Anura,2076.134,2586.09,Near Threatened
History plan,Aves,Anura,2483.563,52.82,Extinct in the Wild
Total with,Amphibia,Anura,2353.798,1715.95,Critically Endangered
Action other,Mammalia,Primates,4696.203,2865.94,Least Concern
Today always,Aves,Anura,2574.01,2392.92,Least Concern
More live,Mammalia,Carnivora,1192.225,1661.04,Vulnerable
Artist car,Actinopterygii,Squamata,3782.461,2482.8,Endangered
Rest design,Reptilia,Squamata,1871.822,364.04,Extinct in the Wild
Risk their,Aves,Rodentia,709.845,2632.55,Least Concern
Information close,Aves,Carnivora,325.33,936.16,Near Threatened
Painting teach,Amphibia,Passeriformes,1662.233,1268.02,Extinct in the Wild
Charge budget,Aves,Carnivora,3805.803,336.1,Vulnerable
Recognize street,Actinopterygii,Anura,4749.612,1113.42,Near Threatened
Nature material,Amphibia,Primates,3383.896,121.62,Near Threatened
Foreign figure,Aves,Passeriformes,1131.565,784.28,Critically Endangered
Body risk,Amphibia,Squamata,1973.948,1520.23,Near Threatened
Glass take,Actinopterygii,Rodentia,4649.465,2611.32,Critically Endangered
Address collection,Actinopterygii,Rodentia,4257.45,2275.6,Critically Endangered
Share arm,Mammalia,Rodentia,4922.987,339.72,Extinct in the Wild
Blue baby,Mammalia,Passeriformes,4581.745,2125.09,Endangered
Choice however,Actinopterygii,Passeriformes,1387.886,1342.72,Endangered
Serve become,Reptilia,Passeriformes,708.676,1249.03,Critically Endangered
Knowledge plan,Amphibia,Squamata,3036.687,283.96,Near Threatened
Government do,Actinopterygii,Squamata,1534.221,544.48,Endangered
Adult six,Amphibia,Squamata,4134.113,971.77,Near Threatened
Art gun,Mammalia,Squamata,515.316,2385.42,Critically Endangered
Trip fear,Actinopterygii,Squamata,9.098,2148.67,Vulnerable
Adult by,Amphibia,Rodentia,3871.726,1365.14,Near Threatened
Share meeting,Mammalia,Anura,3175.338,2778.74,Vulnerable
Sure thing,Reptilia,Primates,4811.038,622.2,Least Concern
Within piece,Reptilia,Passeriformes,2750.588,442.3,Endangered
Main suddenly,Mammalia,Primates,4816.913,684.94,Least Concern
Others try,Reptilia,Primates,4684.977,2760.85,Near Threatened
Together theory,Reptilia,Rodentia,2231.01,2468.09,Extinct in the Wild
Family computer,Aves,Primates,1927.114,2699.3,Endangered
Mouth view,Amphibia,Rodentia,3971.429,152.47,Near Threatened
Remember after,Actinopterygii,Squamata,4323.99,1101.86,Extinct in the Wild
Player cut,Amphibia,Passeriformes,3765.765,381.21,Critically Endangered
Add right,Mammalia,Rodentia,2004.135,2557.3,Vulnerable
Could alone,Mammalia,Squamata,2770.369,1662.47,Extinct in the Wild
Particularly official,Reptilia,Carnivora,237.022,1886.63,Critically Endangered
War carry,Actinopterygii,Squamata,475.157,1164.06,Near Threatened
Enter once,Mammalia,Passeriformes,3363.417,2256.46,Vulnerable
Participant age,Reptilia,Primates,3739.416,2567.85,Near Threatened
Fund prepare,Actinopterygii,Passeriformes,529.101,2830.92,Near Threatened
Woman here,Actinopterygii,Carnivora,717.061,874.34,Extinct in the Wild
To company,Actinopterygii,Passeriformes,2108.615,2145.87,Extinct in the Wild
Station experience,Aves,Primates,116.955,2923.36,Endangered
Visit indicate,Aves,Anura,697.533,2832.54,Endangered
Eat research,Mammalia,Squamata,297.336,2590.9,Near Threatened
Voice point,Reptilia,Passeriformes,4254.681,1628.08,Endangered
When however,Aves,Carnivora,1203.272,53.76,Extinct in the Wild
Resource east,Amphibia,Squamata,2954.825,518.99,Vulnerable
Traditional get,Reptilia,Rodentia,3015.975,656.49,Extinct in the Wild
Join yeah,Aves,Carnivora,3599.624,293.4,Least Concern
Break dream,Mammalia,Carnivora,1226.009,443.06,Extinct in the Wild
Education address,Aves,Passeriformes,3814.425,1878.39,Vulnerable
Under wife,Actinopterygii,Squamata,946.127,1775.84,Critically Endangered
Able among,Amphibia,Carnivora,897.194,2586.82,Endangered
Defense argue,Mammalia,Carnivora,4528.91,163.92,Near Threatened
Speech child,Mammalia,Primates,4261.611,2495.72,Near Threatened
Hit ten,Aves,Anura,3506.842,276.38,Endangered
Across democratic,Aves,Squamata,1679.824,2964.42,Vulnerable
Space take,Reptilia,Anura,2785.088,243.05,Critically Endangered
Nothing time,Mammalia,Anura,3003.195,428.86,Vulnerable
Produce imagine,Aves,Squamata,1766.353,300.03,Least Concern
Two next,Amphibia,Rodentia,2404.15,121.25,Near Threatened
Collection bed,Aves,Squamata,4727.077,2666.86,Endangered
Road field,Amphibia,Anura,2975.442,1414.62,Critically Endangered
Detail environmental,Aves,Squamata,2657.238,2852.85,Endangered
Position customer,Actinopterygii,Carnivora,3091.419,2433.28,Near Threatened
Live relate,Reptilia,Squamata,1455.493,2685.64,Critically Endangered
Cause on,Aves,Rodentia,4827.548,2493.21,Near Threatened
Meet culture,Aves,Anura,2217.537,157.0,Vulnerable
Information require,Actinopterygii,Anura,1780.099,2022.69,Critically Endangered
Ball tough,Mammalia,Anura,3926.136,450.21,Critically Endangered
Law cost,Actinopterygii,Passeriformes,2855.744,1226.94,Near Threatened
Each with,Mammalia,Primates,9.402,1151.3,Extinct in the Wild
Including listen,Mammalia,Primates,1605.936,2911.42,Least Concern
Fight partner,Mammalia,Passeriformes,3435.497,1388.34,Vulnerable
Accept cold,Actinopterygii,Rodentia,1653.96,875.38,Critically Endangered
Recognize region,Amphibia,Primates,1444.151,1556.93,Critically Endangered
Study mother,Aves,Squamata,3504.995,1961.09,Vulnerable
Trip third,Mammalia,Primates,4750.153,509.02,Endangered
Live paper,Reptilia,Squamata,3859.804,423.06,Least Concern
Speech which,Amphibia,Rodentia,4844.767,261.95,Critically Endangered
Any challenge,Amphibia,Passeriformes,728.671,2486.16,Endangered
Cause popular,Aves,Primates,4916.671,1019.61,Least Concern
Perhaps friend,Amphibia,Carnivora,1788.109,1598.14,Vulnerable
Plant movie,Amphibia,Primates,4814.443,790.01,Critically Endangered
Lawyer fire,Aves,Squamata,4837.651,76.4,Least Concern
Way decision,Actinopterygii,Rodentia,397.373,251.58,Near Threatened
Answer walk,Actinopterygii,Rodentia,304.401,2664.94,Near Threatened
Friend full,Amphibia,Passeriformes,649.578,1518.3,Near Threatened
Available media,Reptilia,Squamata,84.18,2983.97,Least Concern
Shake after,Actinopterygii,Carnivora,2588.707,1171.55,Vulnerable
Yeah response,Mammalia,Carnivora,1132.42,2881.59,Endangered
Story a,Reptilia,Primates,3713.695,400.42,Vulnerable
Large second,Amphibia,Anura,2056.357,1646.24,Near Threatened
Discuss wrong,Actinopterygii,Squamata,4151.363,311.28,Near Threatened
Foot they,Actinopterygii,Rodentia,3797.096,1626.31,Vulnerable
Lawyer create,Actinopterygii,Squamata,2780.083,1973.46,Near Threatened
Arm part,Aves,Carnivora,2888.483,2652.56,Endangered
Less director,Actinopterygii,Rodentia,89.827,1369.77,Near Threatened
Your wife,Mammalia,Primates,2236.316,1822.8,Endangered
Traditional box,Aves,Anura,1221.227,1334.62,Near Threatened
American daughter,Mammalia,Passeriformes,4129.919,2723.57,Least Concern
Soldier measure,Actinopterygii,Primates,4865.025,1029.63,Near Threatened
Personal century,Aves,Primates,1452.862,2517.01,Critically Endangered
Man soldier,Actinopterygii,Anura,2683.98,2860.12,Extinct in the Wild
Suffer card,Aves,Squamata,764.033,2659.85,Vulnerable
Blue name,Aves,Anura,1948.588,2533.03,Critically Endangered
Successful skin,Mammalia,Primates,4117.813,610.79,Least Concern
Everyone between,Reptilia,Squamata,3460.371,2245.92,Least Concern
Institution everyone,Mammalia,Primates,2531.603,866.41,Vulnerable
My add,Reptilia,Anura,726.383,1988.26,Critically Endangered
Hard add,Reptilia,Primates,2206.199,1695.85,Near Threatened
Simple however,Mammalia,Rodentia,3689.021,2648.75,Critically Endangered
Consider first,Mammalia,Passeriformes,4403.244,977.35,Critically Endangered
Among up,Mammalia,Rodentia,1754.804,606.88,Near Threatened
Major dinner,Reptilia,Rodentia,2917.79,738.74,Critically Endangered
Nor natural,Reptilia,Primates,947.399,73.44,Extinct in the Wild
While exist,Amphibia,Anura,3700.543,1611.02,Extinct in the Wild
Scene shoulder,Amphibia,Anura,2026.51,1866.13,Least Concern
Sort movement,Actinopterygii,Primates,133.831,1437.99,Vulnerable
Involve blood,Actinopterygii,Passeriformes,1420.19,1788.26,Critically Endangered
American reality,Reptilia,Passeriformes,1246.654,2655.78,Critically Endangered
Forward partner,Actinopterygii,Primates,3567.13,2305.17,Endangered
However address,Amphibia,Passeriformes,4375.174,193.38,Vulnerable
Spring imagine,Reptilia,Rodentia,2315.985,606.51,Critically Endangered
Down chair,Actinopterygii,Primates,4156.257,2617.78,Near Threatened
Foreign store,Aves,Rodentia,1401.085,1916.22,Vulnerable
People wife,Reptilia,Anura,1610.657,801.28,Vulnerable
Manager before,Aves,Primates,3376.933,212.45,Endangered
More region,Actinopterygii,Passeriformes,4296.351,624.82,Near Threatened
Prove particularly,Reptilia,Passeriformes,2255.297,1673.5,Endangered
Shoulder tell,Mammalia,Passeriformes,1087.539,2117.42,Least Concern
Nature new,Aves,Anura,4287.459,157.8,Near Threatened
Threat modern,Actinopterygii,Rodentia,1557.067,861.93,Endangered
Become state,Aves,Passeriformes,4920.373,2892.2,Extinct in the Wild
